ST,CB,PB,GO,CA,Methodology,Rebal.
5,20,15,30,30,DCA,NO
5,20,15,30,30,DCA,YES
5,20,15,25,35,1-OFF,NO
5,20,15,25,35,1-OFF,YES
5,20,15,25,35,DCA,NO
5,20,15,25,35,DCA,YES
5,20,15,20,40,1-OFF,NO
5,20,15,20,40,1-OFF,YES
5,20,15,20,40,DCA,NO
5,20,15,20,40,DCA,YES
5,20,15,15,45,1-OFF,NO
5,20,15,15,45,1-OFF,YES
5,20,15,15,45,DCA,NO
5,20,15,15,45,DCA,YES
5,20,15,10,50,1-OFF,NO
5,20,15,10,50,1-OFF,YES
5,20,15,10,50,DCA,NO
5,20,15,10,50,DCA,YES
5,20,15,5,55,1-OFF,NO
5,20,15,5,55,1-OFF,YES
5,20,15,5,55,DCA,NO
5,20,15,5,55,DCA,YES
5,20,15,0,60,1-OFF,NO
5,20,15,0,60,1-OFF,YES
5,20,15,0,60,DCA,NO
5,20,15,0,60,DCA,YES
5,20,10,65,0,1-OFF,NO
5,20,10,65,0,1-OFF,YES
5,20,10,65,0,DCA,NO
5,20,10,65,0,DCA,YES
5,20,10,60,5,1-OFF,NO
5,20,10,60,5,1-OFF,YES
5,20,10,60,5,DCA,NO
5,20,10,60,5,DCA,YES
5,20,10,55,10,1-OFF,NO
5,20,10,55,10,1-OFF,YES
5,20,10,55,10,DCA,NO
5,20,10,55,10,DCA,YES
5,20,10,50,15,1-OFF,NO
5,20,10,50,15,1-OFF,YES
5,20,10,50,15,DCA,NO
5,20,10,50,15,DCA,YES
5,20,10,45,20,1-OFF,NO
5,20,10,45,20,1-OFF,YES
5,20,10,45,20,DCA,NO
5,20,10,45,20,DCA,YES
5,20,10,40,25,1-OFF,NO
5,20,10,40,25,1-OFF,YES
5,20,10,40,25,DCA,NO
5,20,10,40,25,DCA,YES
5,20,10,35,30,1-OFF,NO
5,20,10,35,30,1-OFF,YES
5,20,10,35,30,DCA,NO
5,20,10,35,30,DCA,YES
5,20,10,30,35,1-OFF,NO
5,20,10,30,35,1-OFF,YES
5,20,10,30,35,DCA,NO
5,20,10,30,35,DCA,YES
5,20,10,25,40,1-OFF,NO
5,20,10,25,40,1-OFF,YES
5,20,10,25,40,DCA,NO
5,20,10,25,40,DCA,YES
5,20,10,20,45,1-OFF,NO
5,20,10,20,45,1-OFF,YES
5,20,10,20,45,DCA,NO
5,20,10,20,45,DCA,YES
5,20,10,15,50,1-OFF,NO
5,20,10,15,50,1-OFF,YES
5,20,10,15,50,DCA,NO
5,20,10,15,50,DCA,YES
5,20,10,10,55,1-OFF,NO
5,20,10,10,55,1-OFF,YES
5,20,10,10,55,DCA,NO
5,20,10,10,55,DCA,YES
5,20,10,5,60,1-OFF,NO
5,20,10,5,60,1-OFF,YES
5,20,10,5,60,DCA,NO
5,20,10,5,60,DCA,YES
5,20,10,0,65,1-OFF,NO
5,20,10,0,65,1-OFF,YES
5,20,10,0,65,DCA,NO
5,20,10,0,65,DCA,YES
5,20,5,70,0,1-OFF,NO
5,20,5,70,0,1-OFF,YES
5,20,5,70,0,DCA,NO
5,20,5,70,0,DCA,YES
5,20,5,65,5,1-OFF,NO
5,20,5,65,5,1-OFF,YES
5,20,5,65,5,DCA,NO
5,20,5,65,5,DCA,YES
5,20,5,60,10,1-OFF,NO
5,20,5,60,10,1-OFF,YES
5,20,5,60,10,DCA,NO
5,20,5,60,10,DCA,YES
5,20,5,55,15,1-OFF,NO
5,20,5,55,15,1-OFF,YES
5,20,5,55,15,DCA,NO
5,20,5,55,15,DCA,YES
5,20,5,50,20,1-OFF,NO
5,20,5,50,20,1-OFF,YES
5,20,5,50,20,DCA,NO
5,20,5,50,20,DCA,YES
5,20,5,45,25,1-OFF,NO
5,20,5,45,25,1-OFF,YES
5,20,5,45,25,DCA,NO
5,20,5,45,25,DCA,YES
5,20,5,40,30,1-OFF,NO
5,20,5,40,30,1-OFF,YES
5,20,5,40,30,DCA,NO
5,20,5,40,30,DCA,YES
5,20,5,35,35,1-OFF,NO
5,20,5,35,35,1-OFF,YES
5,20,5,35,35,DCA,NO
5,20,5,35,35,DCA,YES
5,20,5,30,40,1-OFF,NO
5,20,5,30,40,1-OFF,YES
5,20,5,30,40,DCA,NO
5,20,5,30,40,DCA,YES
5,20,5,25,45,1-OFF,NO
5,20,5,25,45,1-OFF,YES
5,20,5,25,45,DCA,NO
5,20,5,25,45,DCA,YES
5,20,5,20,50,1-OFF,NO
5,20,5,20,50,1-OFF,YES
5,20,5,20,50,DCA,NO
5,20,5,20,50,DCA,YES
5,20,5,15,55,1-OFF,NO
5,20,5,15,55,1-OFF,YES
5,20,5,15,55,DCA,NO
5,20,5,15,55,DCA,YES
5,20,5,10,60,1-OFF,NO
5,20,5,10,60,1-OFF,YES
5,20,5,10,60,DCA,NO
5,20,5,10,60,DCA,YES
5,20,5,5,65,1-OFF,NO
5,20,5,5,65,1-OFF,YES
5,20,5,5,65,DCA,NO
5,20,5,5,65,DCA,YES
5,20,5,0,70,1-OFF,NO
5,20,5,0,70,1-OFF,YES
5,20,5,0,70,DCA,NO
5,20,5,0,70,DCA,YES
5,20,0,75,0,1-OFF,NO
5,20,0,75,0,1-OFF,YES
5,20,0,75,0,DCA,NO
5,20,0,75,0,DCA,YES
5,20,0,70,5,1-OFF,NO
5,20,0,70,5,1-OFF,YES
5,20,0,70,5,DCA,NO
5,20,0,70,5,DCA,YES
5,20,0,65,10,1-OFF,NO
5,20,0,65,10,1-OFF,YES
5,20,0,65,10,DCA,NO
5,20,0,65,10,DCA,YES
5,20,0,60,15,1-OFF,NO
5,20,0,60,15,1-OFF,YES
5,20,0,60,15,DCA,NO
5,20,0,60,15,DCA,YES
5,20,0,55,20,1-OFF,NO
5,20,0,55,20,1-OFF,YES
5,20,0,55,20,DCA,NO
5,20,0,55,20,DCA,YES
5,20,0,50,25,1-OFF,NO
5,20,0,50,25,1-OFF,YES
5,20,0,50,25,DCA,NO
5,20,0,50,25,DCA,YES
5,20,0,45,30,1-OFF,NO
5,20,0,45,30,1-OFF,YES
5,20,0,45,30,DCA,NO
5,20,0,45,30,DCA,YES
5,20,0,40,35,1-OFF,NO
5,20,0,40,35,1-OFF,YES
5,20,0,40,35,DCA,NO
5,20,0,40,35,DCA,YES
5,20,0,35,40,1-OFF,NO
5,20,0,35,40,1-OFF,YES
5,20,0,35,40,DCA,NO
5,20,0,35,40,DCA,YES
5,20,0,30,45,1-OFF,NO
5,20,0,30,45,1-OFF,YES
5,20,0,30,45,DCA,NO
5,20,0,30,45,DCA,YES
5,20,0,25,50,1-OFF,NO
5,20,0,25,50,1-OFF,YES
5,20,0,25,50,DCA,NO
5,20,0,25,50,DCA,YES
5,20,0,20,55,1-OFF,NO
5,20,0,20,55,1-OFF,YES
5,20,0,20,55,DCA,NO
5,20,0,20,55,DCA,YES
5,20,0,15,60,1-OFF,NO
5,20,0,15,60,1-OFF,YES
5,20,0,15,60,DCA,NO
5,20,0,15,60,DCA,YES
5,20,0,10,65,1-OFF,NO
5,20,0,10,65,1-OFF,YES
5,20,0,10,65,DCA,NO
5,20,0,10,65,DCA,YES
5,20,0,5,70,1-OFF,NO
5,20,0,5,70,1-OFF,YES
5,20,0,5,70,DCA,NO
5,20,0,5,70,DCA,YES
5,20,0,0,75,1-OFF,NO
5,20,0,0,75,1-OFF,YES
5,20,0,0,75,DCA,NO
5,20,0,0,75,DCA,YES
5,15,80,0,0,1-OFF,NO
5,15,80,0,0,1-OFF,YES
5,15,80,0,0,DCA,NO
5,15,80,0,0,DCA,YES
5,15,75,5,0,1-OFF,NO
5,15,75,5,0,1-OFF,YES
5,15,75,5,0,DCA,NO
5,15,75,5,0,DCA,YES
5,15,75,0,5,1-OFF,NO
5,15,75,0,5,1-OFF,YES
5,15,75,0,5,DCA,NO
5,15,75,0,5,DCA,YES
5,15,70,10,0,1-OFF,NO
5,15,70,10,0,1-OFF,YES
5,15,70,10,0,DCA,NO
5,15,70,10,0,DCA,YES
5,15,70,5,5,1-OFF,NO
5,15,70,5,5,1-OFF,YES
5,15,70,5,5,DCA,NO
5,15,70,5,5,DCA,YES
5,15,70,0,10,1-OFF,NO
5,15,70,0,10,1-OFF,YES
5,15,70,0,10,DCA,NO
5,15,70,0,10,DCA,YES
5,15,65,15,0,1-OFF,NO
5,15,65,15,0,1-OFF,YES
5,15,65,15,0,DCA,NO
5,15,65,15,0,DCA,YES
5,15,65,10,5,1-OFF,NO
5,15,65,10,5,1-OFF,YES
5,15,65,10,5,DCA,NO
5,15,65,10,5,DCA,YES
5,15,65,5,10,1-OFF,NO
5,15,65,5,10,1-OFF,YES
5,15,65,5,10,DCA,NO
5,15,65,5,10,DCA,YES
5,15,65,0,15,1-OFF,NO
5,15,65,0,15,1-OFF,YES
5,15,65,0,15,DCA,NO
5,15,65,0,15,DCA,YES
5,15,60,20,0,1-OFF,NO
5,15,60,20,0,1-OFF,YES
5,15,60,20,0,DCA,NO
5,15,60,20,0,DCA,YES
5,15,60,15,5,1-OFF,NO
5,15,60,15,5,1-OFF,YES
5,15,60,15,5,DCA,NO
5,15,60,15,5,DCA,YES
5,15,60,10,10,1-OFF,NO
5,15,60,10,10,1-OFF,YES
5,15,60,10,10,DCA,NO
5,15,60,10,10,DCA,YES
5,15,60,5,15,1-OFF,NO
5,15,60,5,15,1-OFF,YES
5,15,60,5,15,DCA,NO
5,15,60,5,15,DCA,YES
5,15,60,0,20,1-OFF,NO
5,15,60,0,20,1-OFF,YES
5,15,60,0,20,DCA,NO
5,15,60,0,20,DCA,YES
5,15,55,25,0,1-OFF,NO
5,15,55,25,0,1-OFF,YES
5,15,55,25,0,DCA,NO
5,15,55,25,0,DCA,YES
5,15,55,20,5,1-OFF,NO
5,15,55,20,5,1-OFF,YES
5,15,55,20,5,DCA,NO
5,15,55,20,5,DCA,YES
5,15,55,15,10,1-OFF,NO
5,15,55,15,10,1-OFF,YES
5,15,55,15,10,DCA,NO
5,15,55,15,10,DCA,YES
5,15,55,10,15,1-OFF,NO
5,15,55,10,15,1-OFF,YES
5,15,55,10,15,DCA,NO
5,15,55,10,15,DCA,YES
5,15,55,5,20,1-OFF,NO
5,15,55,5,20,1-OFF,YES
5,15,55,5,20,DCA,NO
5,15,55,5,20,DCA,YES
5,15,55,0,25,1-OFF,NO
5,15,55,0,25,1-OFF,YES
5,15,55,0,25,DCA,NO
5,15,55,0,25,DCA,YES
5,15,50,30,0,1-OFF,NO
5,15,50,30,0,1-OFF,YES
5,15,50,30,0,DCA,NO
5,15,50,30,0,DCA,YES
5,15,50,25,5,1-OFF,NO
5,15,50,25,5,1-OFF,YES
5,15,50,25,5,DCA,NO
5,15,50,25,5,DCA,YES
5,15,50,20,10,1-OFF,NO
5,15,50,20,10,1-OFF,YES
5,15,50,20,10,DCA,NO
5,15,50,20,10,DCA,YES
5,15,50,15,15,1-OFF,NO
5,15,50,15,15,1-OFF,YES
5,15,50,15,15,DCA,NO
5,15,50,15,15,DCA,YES
5,15,50,10,20,1-OFF,NO
5,15,50,10,20,1-OFF,YES
5,15,50,10,20,DCA,NO
5,15,50,10,20,DCA,YES
5,15,50,5,25,1-OFF,NO
5,15,50,5,25,1-OFF,YES
5,15,50,5,25,DCA,NO
5,15,50,5,25,DCA,YES
5,15,50,0,30,1-OFF,NO
5,15,50,0,30,1-OFF,YES
5,15,50,0,30,DCA,NO
5,15,50,0,30,DCA,YES
5,15,45,35,0,1-OFF,NO
5,15,45,35,0,1-OFF,YES
5,15,45,35,0,DCA,NO
5,15,45,35,0,DCA,YES
5,15,45,30,5,1-OFF,NO
5,15,45,30,5,1-OFF,YES
5,15,45,30,5,DCA,NO
5,15,45,30,5,DCA,YES
5,15,45,25,10,1-OFF,NO
5,15,45,25,10,1-OFF,YES
5,15,45,25,10,DCA,NO
5,15,45,25,10,DCA,YES
5,15,45,20,15,1-OFF,NO
5,15,45,20,15,1-OFF,YES
5,15,45,20,15,DCA,NO
5,15,45,20,15,DCA,YES
5,15,45,15,20,1-OFF,NO
5,15,45,15,20,1-OFF,YES
5,15,45,15,20,DCA,NO
5,15,45,15,20,DCA,YES
5,15,45,10,25,1-OFF,NO
5,15,45,10,25,1-OFF,YES
5,15,45,10,25,DCA,NO
5,15,45,10,25,DCA,YES
5,15,45,5,30,1-OFF,NO
5,15,45,5,30,1-OFF,YES
5,15,45,5,30,DCA,NO
5,15,45,5,30,DCA,YES
5,15,45,0,35,1-OFF,NO
5,15,45,0,35,1-OFF,YES
5,15,45,0,35,DCA,NO
5,15,45,0,35,DCA,YES
5,15,40,40,0,1-OFF,NO
5,15,40,40,0,1-OFF,YES
5,15,40,40,0,DCA,NO
5,15,40,40,0,DCA,YES
5,15,40,35,5,1-OFF,NO
5,15,40,35,5,1-OFF,YES
5,15,40,35,5,DCA,NO
5,15,40,35,5,DCA,YES
5,15,40,30,10,1-OFF,NO
5,15,40,30,10,1-OFF,YES
5,15,40,30,10,DCA,NO
5,15,40,30,10,DCA,YES
5,15,40,25,15,1-OFF,NO
5,15,40,25,15,1-OFF,YES
5,15,40,25,15,DCA,NO
5,15,40,25,15,DCA,YES
5,15,40,20,20,1-OFF,NO
5,15,40,20,20,1-OFF,YES
5,15,40,20,20,DCA,NO
5,15,40,20,20,DCA,YES
5,15,40,15,25,1-OFF,NO
5,15,40,15,25,1-OFF,YES
5,15,40,15,25,DCA,NO
5,15,40,15,25,DCA,YES
5,15,40,10,30,1-OFF,NO
5,15,40,10,30,1-OFF,YES
5,15,40,10,30,DCA,NO
5,15,40,10,30,DCA,YES
5,15,40,5,35,1-OFF,NO
5,15,40,5,35,1-OFF,YES
5,15,40,5,35,DCA,NO
5,15,40,5,35,DCA,YES
5,15,40,0,40,1-OFF,NO
5,15,40,0,40,1-OFF,YES
5,15,40,0,40,DCA,NO
5,15,40,0,40,DCA,YES
5,15,35,45,0,1-OFF,NO
5,15,35,45,0,1-OFF,YES
5,15,35,45,0,DCA,NO
5,15,35,45,0,DCA,YES
5,15,35,40,5,1-OFF,NO
5,15,35,40,5,1-OFF,YES
5,15,35,40,5,DCA,NO
5,15,35,40,5,DCA,YES
5,15,35,35,10,1-OFF,NO
5,15,35,35,10,1-OFF,YES
5,15,35,35,10,DCA,NO
5,15,35,35,10,DCA,YES
5,15,35,30,15,1-OFF,NO
5,15,35,30,15,1-OFF,YES
5,15,35,30,15,DCA,NO
5,15,35,30,15,DCA,YES
5,15,35,25,20,1-OFF,NO
5,15,35,25,20,1-OFF,YES
5,15,35,25,20,DCA,NO
5,15,35,25,20,DCA,YES
5,15,35,20,25,1-OFF,NO
5,15,35,20,25,1-OFF,YES
5,15,35,20,25,DCA,NO
5,15,35,20,25,DCA,YES
5,15,35,15,30,1-OFF,NO
5,15,35,15,30,1-OFF,YES
5,15,35,15,30,DCA,NO
5,15,35,15,30,DCA,YES
5,15,35,10,35,1-OFF,NO
5,15,35,10,35,1-OFF,YES
5,15,35,10,35,DCA,NO
5,15,35,10,35,DCA,YES
5,15,35,5,40,1-OFF,NO
5,15,35,5,40,1-OFF,YES
5,15,35,5,40,DCA,NO
5,15,35,5,40,DCA,YES
5,15,35,0,45,1-OFF,NO
5,15,35,0,45,1-OFF,YES
5,15,35,0,45,DCA,NO
5,15,35,0,45,DCA,YES
5,15,30,50,0,1-OFF,NO
5,15,30,50,0,1-OFF,YES
5,15,30,50,0,DCA,NO
5,15,30,50,0,DCA,YES
5,15,30,45,5,1-OFF,NO
5,15,30,45,5,1-OFF,YES
5,15,30,45,5,DCA,NO
5,15,30,45,5,DCA,YES
5,15,30,40,10,1-OFF,NO
5,15,30,40,10,1-OFF,YES
5,15,30,40,10,DCA,NO
5,15,30,40,10,DCA,YES
5,15,30,35,15,1-OFF,NO
5,15,30,35,15,1-OFF,YES
5,15,30,35,15,DCA,NO
5,15,30,35,15,DCA,YES
5,15,30,30,20,1-OFF,NO
5,15,30,30,20,1-OFF,YES
5,15,30,30,20,DCA,NO
5,15,30,30,20,DCA,YES
5,15,30,25,25,1-OFF,NO
5,15,30,25,25,1-OFF,YES
5,15,30,25,25,DCA,NO
5,15,30,25,25,DCA,YES
5,15,30,20,30,1-OFF,NO
5,15,30,20,30,1-OFF,YES
5,15,30,20,30,DCA,NO
5,15,30,20,30,DCA,YES
5,15,30,15,35,1-OFF,NO
5,15,30,15,35,1-OFF,YES
5,15,30,15,35,DCA,NO
5,15,30,15,35,DCA,YES
5,15,30,10,40,1-OFF,NO
5,15,30,10,40,1-OFF,YES
5,15,30,10,40,DCA,NO
5,15,30,10,40,DCA,YES
5,15,30,5,45,1-OFF,NO
5,15,30,5,45,1-OFF,YES
5,15,30,5,45,DCA,NO
5,15,30,5,45,DCA,YES
5,15,30,0,50,1-OFF,NO
5,15,30,0,50,1-OFF,YES
5,15,30,0,50,DCA,NO
5,15,30,0,50,DCA,YES
5,15,25,55,0,1-OFF,NO
5,15,25,55,0,1-OFF,YES
5,15,25,55,0,DCA,NO
5,15,25,55,0,DCA,YES
5,15,25,50,5,1-OFF,NO
5,15,25,50,5,1-OFF,YES
5,15,25,50,5,DCA,NO
5,15,25,50,5,DCA,YES
5,15,25,45,10,1-OFF,NO
5,15,25,45,10,1-OFF,YES
5,15,25,45,10,DCA,NO
5,15,25,45,10,DCA,YES
5,15,25,40,15,1-OFF,NO
5,15,25,40,15,1-OFF,YES
5,15,25,40,15,DCA,NO
5,15,25,40,15,DCA,YES
5,15,25,35,20,1-OFF,NO
5,15,25,35,20,1-OFF,YES
5,15,25,35,20,DCA,NO
5,15,25,35,20,DCA,YES
5,15,25,30,25,1-OFF,NO
5,15,25,30,25,1-OFF,YES
5,15,25,30,25,DCA,NO
5,15,25,30,25,DCA,YES
5,15,25,25,30,1-OFF,NO
5,15,25,25,30,1-OFF,YES
5,15,25,25,30,DCA,NO
5,15,25,25,30,DCA,YES
5,15,25,20,35,1-OFF,NO
5,15,25,20,35,1-OFF,YES
5,15,25,20,35,DCA,NO
5,15,25,20,35,DCA,YES
5,15,25,15,40,1-OFF,NO
5,15,25,15,40,1-OFF,YES
5,15,25,15,40,DCA,NO
5,15,25,15,40,DCA,YES
5,15,25,10,45,1-OFF,NO
5,15,25,10,45,1-OFF,YES
5,15,25,10,45,DCA,NO
5,15,25,10,45,DCA,YES
5,15,25,5,50,1-OFF,NO
5,15,25,5,50,1-OFF,YES
5,15,25,5,50,DCA,NO
5,15,25,5,50,DCA,YES
5,15,25,0,55,1-OFF,NO
5,15,25,0,55,1-OFF,YES
5,15,25,0,55,DCA,NO
5,15,25,0,55,DCA,YES
5,15,20,60,0,1-OFF,NO
5,15,20,60,0,1-OFF,YES
5,15,20,60,0,DCA,NO
5,15,20,60,0,DCA,YES
5,15,20,55,5,1-OFF,NO
5,15,20,55,5,1-OFF,YES
5,15,20,55,5,DCA,NO
5,15,20,55,5,DCA,YES
5,15,20,50,10,1-OFF,NO
5,15,20,50,10,1-OFF,YES
5,15,20,50,10,DCA,NO
5,15,20,50,10,DCA,YES
5,15,20,45,15,1-OFF,NO
5,15,20,45,15,1-OFF,YES
5,15,20,45,15,DCA,NO
5,15,20,45,15,DCA,YES
5,15,20,40,20,1-OFF,NO
5,15,20,40,20,1-OFF,YES
5,15,20,40,20,DCA,NO
5,15,20,40,20,DCA,YES
5,15,20,35,25,1-OFF,NO
5,15,20,35,25,1-OFF,YES
5,15,20,35,25,DCA,NO
5,15,20,35,25,DCA,YES
5,15,20,30,30,1-OFF,NO
5,15,20,30,30,1-OFF,YES
5,15,20,30,30,DCA,NO
5,15,20,30,30,DCA,YES
5,15,20,25,35,1-OFF,NO
5,15,20,25,35,1-OFF,YES
5,15,20,25,35,DCA,NO
5,15,20,25,35,DCA,YES
5,15,20,20,40,1-OFF,NO
5,15,20,20,40,1-OFF,YES
5,15,20,20,40,DCA,NO
5,15,20,20,40,DCA,YES
5,15,20,15,45,1-OFF,NO
5,15,20,15,45,1-OFF,YES
5,15,20,15,45,DCA,NO
5,15,20,15,45,DCA,YES
5,15,20,10,50,1-OFF,NO
5,15,20,10,50,1-OFF,YES
5,15,20,10,50,DCA,NO
5,15,20,10,50,DCA,YES
5,15,20,5,55,1-OFF,NO
5,15,20,5,55,1-OFF,YES
5,15,20,5,55,DCA,NO
5,15,20,5,55,DCA,YES
5,15,20,0,60,1-OFF,NO
5,15,20,0,60,1-OFF,YES
5,15,20,0,60,DCA,NO
5,15,20,0,60,DCA,YES
5,15,15,65,0,1-OFF,NO
5,15,15,65,0,1-OFF,YES
5,15,15,65,0,DCA,NO
5,15,15,65,0,DCA,YES
5,15,15,60,5,1-OFF,NO
5,15,15,60,5,1-OFF,YES
5,15,15,60,5,DCA,NO
5,15,15,60,5,DCA,YES
5,15,15,55,10,1-OFF,NO
5,15,15,55,10,1-OFF,YES
5,15,15,55,10,DCA,NO
5,15,15,55,10,DCA,YES
5,15,15,50,15,1-OFF,NO
5,15,15,50,15,1-OFF,YES
5,15,15,50,15,DCA,NO
5,15,15,50,15,DCA,YES
5,15,15,45,20,1-OFF,NO
5,15,15,45,20,1-OFF,YES
5,15,15,45,20,DCA,NO
5,15,15,45,20,DCA,YES
5,15,15,40,25,1-OFF,NO
5,15,15,40,25,1-OFF,YES
5,15,15,40,25,DCA,NO
5,15,15,40,25,DCA,YES
5,15,15,35,30,1-OFF,NO
5,15,15,35,30,1-OFF,YES
5,15,15,35,30,DCA,NO
5,15,15,35,30,DCA,YES
5,15,15,30,35,1-OFF,NO
5,15,15,30,35,1-OFF,YES
5,15,15,30,35,DCA,NO
5,15,15,30,35,DCA,YES
5,15,15,25,40,1-OFF,NO
5,15,15,25,40,1-OFF,YES
5,15,15,25,40,DCA,NO
5,15,15,25,40,DCA,YES
5,15,15,20,45,1-OFF,NO
5,15,15,20,45,1-OFF,YES
5,15,15,20,45,DCA,NO
5,15,15,20,45,DCA,YES
5,15,15,15,50,1-OFF,NO
5,15,15,15,50,1-OFF,YES
5,15,15,15,50,DCA,NO
5,15,15,15,50,DCA,YES
5,15,15,10,55,1-OFF,NO
5,15,15,10,55,1-OFF,YES
5,15,15,10,55,DCA,NO
5,15,15,10,55,DCA,YES
5,15,15,5,60,1-OFF,NO
5,15,15,5,60,1-OFF,YES
5,15,15,5,60,DCA,NO
5,15,15,5,60,DCA,YES
5,15,15,0,65,1-OFF,NO
5,15,15,0,65,1-OFF,YES
5,15,15,0,65,DCA,NO
5,15,15,0,65,DCA,YES
5,15,10,70,0,1-OFF,NO
5,15,10,70,0,1-OFF,YES
5,15,10,70,0,DCA,NO
5,15,10,70,0,DCA,YES
5,15,10,65,5,1-OFF,NO
5,15,10,65,5,1-OFF,YES
5,15,10,65,5,DCA,NO
5,15,10,65,5,DCA,YES
5,15,10,60,10,1-OFF,NO
5,15,10,60,10,1-OFF,YES
5,15,10,60,10,DCA,NO
5,15,10,60,10,DCA,YES
5,15,10,55,15,1-OFF,NO
5,15,10,55,15,1-OFF,YES
5,15,10,55,15,DCA,NO
5,15,10,55,15,DCA,YES
5,15,10,50,20,1-OFF,NO
5,15,10,50,20,1-OFF,YES
5,15,10,50,20,DCA,NO
5,15,10,50,20,DCA,YES
5,15,10,45,25,1-OFF,NO
5,15,10,45,25,1-OFF,YES
5,15,10,45,25,DCA,NO
5,15,10,45,25,DCA,YES
5,15,10,40,30,1-OFF,NO
5,15,10,40,30,1-OFF,YES
5,15,10,40,30,DCA,NO
5,15,10,40,30,DCA,YES
5,15,10,35,35,1-OFF,NO
5,15,10,35,35,1-OFF,YES
5,15,10,35,35,DCA,NO
5,15,10,35,35,DCA,YES
5,15,10,30,40,1-OFF,NO
5,15,10,30,40,1-OFF,YES
5,15,10,30,40,DCA,NO
5,15,10,30,40,DCA,YES
5,15,10,25,45,1-OFF,NO
5,15,10,25,45,1-OFF,YES
5,15,10,25,45,DCA,NO
5,15,10,25,45,DCA,YES
5,15,10,20,50,1-OFF,NO
5,15,10,20,50,1-OFF,YES
5,15,10,20,50,DCA,NO
5,15,10,20,50,DCA,YES
5,15,10,15,55,1-OFF,NO
5,15,10,15,55,1-OFF,YES
5,15,10,15,55,DCA,NO
5,15,10,15,55,DCA,YES
5,15,10,10,60,1-OFF,NO
5,15,10,10,60,1-OFF,YES
5,15,10,10,60,DCA,NO
5,15,10,10,60,DCA,YES
5,15,10,5,65,1-OFF,NO
5,15,10,5,65,1-OFF,YES
5,15,10,5,65,DCA,NO
5,15,10,5,65,DCA,YES
5,15,10,0,70,1-OFF,NO
5,15,10,0,70,1-OFF,YES
5,15,10,0,70,DCA,NO
5,15,10,0,70,DCA,YES
5,15,5,75,0,1-OFF,NO
5,15,5,75,0,1-OFF,YES
5,15,5,75,0,DCA,NO
5,15,5,75,0,DCA,YES
5,15,5,70,5,1-OFF,NO
5,15,5,70,5,1-OFF,YES
5,15,5,70,5,DCA,NO
5,15,5,70,5,DCA,YES
5,15,5,65,10,1-OFF,NO
5,15,5,65,10,1-OFF,YES
5,15,5,65,10,DCA,NO
5,15,5,65,10,DCA,YES
5,15,5,60,15,1-OFF,NO
5,15,5,60,15,1-OFF,YES
5,15,5,60,15,DCA,NO
5,15,5,60,15,DCA,YES
5,15,5,55,20,1-OFF,NO
5,15,5,55,20,1-OFF,YES
5,15,5,55,20,DCA,NO
5,15,5,55,20,DCA,YES
5,15,5,50,25,1-OFF,NO
5,15,5,50,25,1-OFF,YES
5,15,5,50,25,DCA,NO
5,15,5,50,25,DCA,YES
5,15,5,45,30,1-OFF,NO
5,15,5,45,30,1-OFF,YES
5,15,5,45,30,DCA,NO
5,15,5,45,30,DCA,YES
5,15,5,40,35,1-OFF,NO
5,15,5,40,35,1-OFF,YES
5,15,5,40,35,DCA,NO
5,15,5,40,35,DCA,YES
5,15,5,35,40,1-OFF,NO
5,15,5,35,40,1-OFF,YES
5,15,5,35,40,DCA,NO
5,15,5,35,40,DCA,YES
5,15,5,30,45,1-OFF,NO
5,15,5,30,45,1-OFF,YES
5,15,5,30,45,DCA,NO
5,15,5,30,45,DCA,YES
5,15,5,25,50,1-OFF,NO
5,15,5,25,50,1-OFF,YES
5,15,5,25,50,DCA,NO
5,15,5,25,50,DCA,YES
5,15,5,20,55,1-OFF,NO
5,15,5,20,55,1-OFF,YES
5,15,5,20,55,DCA,NO
5,15,5,20,55,DCA,YES
5,15,5,15,60,1-OFF,NO
5,15,5,15,60,1-OFF,YES
5,15,5,15,60,DCA,NO
5,15,5,15,60,DCA,YES
5,15,5,10,65,1-OFF,NO
5,15,5,10,65,1-OFF,YES
5,15,5,10,65,DCA,NO
5,15,5,10,65,DCA,YES
5,15,5,5,70,1-OFF,NO
5,15,5,5,70,1-OFF,YES
5,15,5,5,70,DCA,NO
5,15,5,5,70,DCA,YES
5,15,5,0,75,1-OFF,NO
5,15,5,0,75,1-OFF,YES
5,15,5,0,75,DCA,NO
5,15,5,0,75,DCA,YES
5,15,0,80,0,1-OFF,NO
5,15,0,80,0,1-OFF,YES
5,15,0,80,0,DCA,NO
5,15,0,80,0,DCA,YES
5,15,0,75,5,1-OFF,NO
5,15,0,75,5,1-OFF,YES
5,15,0,75,5,DCA,NO
5,15,0,75,5,DCA,YES
5,15,0,70,10,1-OFF,NO
5,15,0,70,10,1-OFF,YES
5,15,0,70,10,DCA,NO
5,15,0,70,10,DCA,YES
5,15,0,65,15,1-OFF,NO
5,15,0,65,15,1-OFF,YES
5,15,0,65,15,DCA,NO
5,15,0,65,15,DCA,YES
5,15,0,60,20,1-OFF,NO
5,15,0,60,20,1-OFF,YES
5,15,0,60,20,DCA,NO
5,15,0,60,20,DCA,YES
5,15,0,55,25,1-OFF,NO
5,15,0,55,25,1-OFF,YES
5,15,0,55,25,DCA,NO
5,15,0,55,25,DCA,YES
5,15,0,50,30,1-OFF,NO
5,15,0,50,30,1-OFF,YES
